,,,Substation_1,Substation_2,,Maximum Current Imax (A),,,,,,,Dynamic line rating (DLR),,Electrical Parameters,,,,
NE_name,EIC_Code,TSO,Full_name,Full_name,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment
Bocklemuend - Brauweiler BOCKLE S,11T0-0000-0195-9,AMPRION GMBH,Bocklemuend,Brauweiler,220,,,,,,,718,,-,0.27,1.42,17.20,5.00,
Luestringen - Wehrendorf BOHMTE O,11T0-0000-0534-G,AMPRION GMBH,Luestringen,Wehrendorf,220,,,,,,,740,,-,1.61,7.56,66.80,21.00,
Luestringen - Wehrendorf BOHMTE W,11T0-0000-0535-D,AMPRION GMBH,Luestringen,Wehrendorf,220,,,,,,,740,,-,1.61,7.57,64.80,21.00,
Hanekenfaehr - Westerkappeln BRAMGAU,11T0-0000-0642-D,AMPRION GMBH,Hanekenfaehr,Westerkappeln,400,,,,,,,,-,3150,1.65,15.26,264.50,61.00,
Brauweiler - Rommerskirchen BRAUWL W,11T0-0000-0927-S,AMPRION GMBH,Brauweiler,Rommerskirchen,400,,,,,,,,-,3400,0.12,2.49,41.70,10.00,
Bergmannsglueck - Buescherhof BUER S,11T0-0000-0164-O,AMPRION GMBH,Bergmannsglueck,Buescherhof,220,,,,,,,1290,,-,0.83,4.94,67.30,17.00,
Buerstadt - Lambsheim BUERST W,11T0-0000-0568-T,AMPRION GMBH,Buerstadt,Lambsheim,400,,,,,,,,-,3400,0.46,4.23,73.60,17.00,
Y-Buescherhof (-Karnap - Rosenblumendelle) BUESHR W,11T0-0000-0576-V,AMPRION GMBH,Buescherhof,Y-Karnap,400,,,,,,,2720,,-,0.15,1.34,23.40,5.00,
Y-Karnap (-Buescherhof - Rosenblumendelle) BUESHR W,11T0-0000-0657-V,AMPRION GMBH,Karnap,Y-Karnap,400,,,,,,,2720,,-,0.02,0.24,3.70,1.00,
Y-Rosenblumendelle (-Buescherhof - Karnap) BUESHR W,11T0-0000-0838-Q,AMPRION GMBH,Rosenblumendelle,Y-Karnap,400,,,,,,,2720,,-,0.30,2.85,47.80,11.00,
Brauweiler - Knapsack BURBAC O,11T0-0000-0928-P,AMPRION GMBH,Brauweiler,Knapsack,400,,,,,,,,-,3150,0.35,3.20,55.10,13.00,
Y-Gersteinwerk (-Poeppingshausen - Ruhrzink) CAPPEN N,11T0-0000-0280-N,AMPRION GMBH,Gersteinwerk,Y-Poeppinghausen,220,,,,,,,,-,1392,1.66,8.94,110.20,30.00,
Y-Poeppinghausen (-Gersteinwerk - Ruhrzink) CAPPEN N,11T0-0000-0441-Q,AMPRION GMBH,Poeppinghausen,Y-Poeppinghausen,220,,,,,,,,-,1392,0.56,3.07,21.50,8.00,
Y-Ruhrzink (-Gersteinwerk - Poeppinghausen) CAPPEN N,11T0-0000-0464-9,AMPRION GMBH,Ruhrzink,Y-Poeppinghausen,220,,,,,,,,-,1392,0.09,0.70,4.80,2.00,
Elmenhorst - Gersteinwerk CAPPEN S,11T0-0000-0282-H,AMPRION GMBH,Elmenhorst,Gersteinwerk,220,,,,,,,,-,1392,1.51,8.23,102.20,28.00,
Datteln - Mengede DATTLN O,11T0-0000-0727-1,AMPRION GMBH,Datteln,Mengede,400,,,,,,,2720,,-,0.27,2.56,42.60,10.00,
Datteln - Mengede DATTLN W,11T0-0000-0728-Z,AMPRION GMBH,Datteln,Mengede,400,,,,,,,2720,,-,0.27,2.57,42.60,10.00,
Dauersberg - Linde DAURSB O,11T0-0000-0706-C,AMPRION GMBH,Dauersberg,Linde,400,,,,,,,2720,,-,2.02,18.63,323.70,74.00,
Dauersberg - Halfeshof DAURSB W,11T0-0000-0632-H,AMPRION GMBH,Dauersberg,Halfeshof,400,,,,,,,2720,,-,2.29,21.19,368.40,84.00,
Y-Voehringen (-Buers - Werben) DELLM O,11T0-0000-1374-4,AMPRION GMBH,Voehringen,Y-Werben,220,,,,,,,1220,,-,6.62,42.77,431.60,130.00,
Hamborn - Niederrhein DINSLK W,11T0-0000-0382-C,AMPRION GMBH,Hamborn,Niederrhein,220,,,,,,,,841,1031,0.68,5.17,77.80,19.00,
Y-Hoheneck (-Dellmensingen - Voehringen) DONAU O,11T0-0000-0957-G,AMPRION GMBH,Hoheneck,Y-Voehringen,400,,,,,,,,-,3150,2.85,25.57,418.50,99.00,
Y-Voehringen (-Dellmensingen - Hoheneck) DONAU O,11T0-0000-0956-J,AMPRION GMBH,Voehringen,Y-Voehringen,400,,,,,,,,-,3150,0.47,4.31,74.70,17.00,
Duennwald - Opladen DUENNW O,11T0-0000-0413-W,AMPRION GMBH,Duennwald,Opladen,220,,,,,,,,-,1548,0.59,3.48,31.40,10.00,
Duennwald - Opladen DUENNW W,11T0-0000-1376-Z,AMPRION GMBH,Duennwald,Opladen,220,,,,,,,,-,1548,0.59,3.48,31.50,10.00,
Eiberg - Karnap EIBERG N,11T0-0000-0654-3,AMPRION GMBH,Eiberg,Karnap,400,,,,,,,2580,,-,0.39,3.64,63.00,14.00,
Altenkleusheim - Setzer Wiese EISERF,11T0-0000-1950-V,AMPRION GMBH,Altenkleusheim,Setzer Wiese,220,,,,,,,740,,-,1.00,4.64,42.20,13.00,
Diefflen - Uchtelfangen ELLBCH N,11T0-0000-1673-T,AMPRION GMBH,Diefflen,Uchtelfangen,220,,,,,,,1360,,-,1.10,6.27,85.90,22.00,
Eller - Opladen ELLER O,11T0-0000-0253-Q,AMPRION GMBH,Eller,Opladen,220,,,,,,,,-,1539,1.27,6.75,108.70,26.00,
Eller - St. Peter ELLER W,11T0-0000-0495-V,AMPRION GMBH,Eller,St. Peter,220,,,,,,,,1104,1344,0.92,5.50,51.40,16.00,
Y-Elmenhorst (-Poeppinghausen - Ruhrzink) ELMENH S,11T0-0000-0259-8,AMPRION GMBH,Elmenhorst,Y-Elmenhorst,220,,,,,,,,-,1539,0.54,3.04,39.00,10.00,
Y-Poeppinghausen (-Elmenhorst - Ruhrzink) ELMENH S,11T0-0000-0442-N,AMPRION GMBH,Poeppinghausen,Y-Elmenhorst,220,,,,,,,,-,1539,0.55,3.06,21.30,8.00,
Y-Ruhrzink (-Elmenhorst - Poeppinghausen) ELMENH S,11T0-0000-0465-6,AMPRION GMBH,Ruhrzink,Y-Elmenhorst,220,,,,,,,,-,1539,0.09,0.70,4.80,2.00,
Buescherhof - Hamborn EMSHER N,11T0-0000-0207-Y,AMPRION GMBH,Buescherhof,Hamborn,220,,,,,,,,-,1160,0.60,3.13,37.90,10.00,
Buescherhof - Hamborn EMSHER S,11T0-0000-0208-V,AMPRION GMBH,Buescherhof,Hamborn,220,,,,,,,,-,1160,0.60,3.12,37.90,10.00,
Diefflen - Ensdorf ENSDF N,11T0-0000-1672-W,AMPRION GMBH,Diefflen,Ensdorf,220,,,,,,,1160,,-,0.66,3.70,56.90,14.00,
Y-Diefflen (-Ensdorf - Uchtelfangen) ENSDF S,11T0-0000-0218-R,AMPRION GMBH,Diefflen,Y-Diefflen,220,,,,,,,,740,1031,0.20,1.34,19.90,5.00,
Y-Ensdorf (-Diefflen - Uchtelfangen) ENSDF S,11T0-0000-0265-G,AMPRION GMBH,Ensdorf,Y-Diefflen,220,,,,,,,1360,,-,0.34,1.90,40.00,8.00,
Y-Uchtelfangen (-Diefflen - Ensdorf) ENSDF S,11T0-0000-0511-X,AMPRION GMBH,Uchtelfangen,Y-Diefflen,220,,,,,,,1360,,-,0.94,5.15,108.70,23.00,
Bauler - Niederstedem ENZ N,11T0-0000-0149-H,AMPRION GMBH,Bauler,Niederstedem,220,,,,,,,,-,1920,0.60,5.75,80.40,21.00,
Bauler - Niederstedem ENZ S,11T0-0000-0150-3,AMPRION GMBH,Bauler,Niederstedem,220,,,,,,,,-,1920,0.60,5.76,80.60,21.00,
Urberach Neu - Urberach ERLENS W,11T0-0000-1382-6,AMPRION GMBH,Urberach (NEU),Urberach,400,,,,,,,3150,,-,0.01,0.05,0.80,0.00,
Bischofsheim - Urberach ERZHAU N,11T0-0000-0560-G,AMPRION GMBH,Bischofsheim,Urberach,400,,,,,,,,-,3150,1.27,12.33,198.40,47.00,
Buescherhof - Nordlicht ESSEN W,11T0-0000-0763-Y,AMPRION GMBH,Buescherhof,Nordlicht,400,,,,,,,2720,,-,0.40,3.68,63.60,15.00,
Duelken - Osterath FICHTH O,11T0-0000-0230-6,AMPRION GMBH,Duelken,Osterath,220,,,,,,,1282,,-,1.27,9.07,143.50,34.00,
Edelstahl - Osterath FICHTH W,11T0-0000-0237-M,AMPRION GMBH,Edelstahl,Osterath,220,,,,,,,,-,1290,0.48,2.49,32.80,9.00,
Bayer - Duennwald FLITTA O,11T0-0000-0233-Y,AMPRION GMBH,Bayer,Duennwald,220,,,,,,,623,,-,0.14,0.68,219.90,12.00,
Y-Gohrpunkt (-Osterath - Rommerskirchen) FRIXHM N,11T0-0000-1390-8,AMPRION GMBH,Gohrpunkt,Y-Osterath,220,,,,,,,820,,-,0.01,0.05,0.40,0.00,
Y-Osterath (-Gohrpunkt - Rommerskirchen) FRIXHM N,11T0-0000-1388-P,AMPRION GMBH,Osterath,Y-Osterath,220,,,,,,,,-,1360,0.79,5.88,177.20,31.00,
Y-Rommerskirchen (-Gohrpunkt - Osterath) FRIXHM N,11T0-0000-1389-M,AMPRION GMBH,Rommerskirchen,Y-Osterath,220,,,,,,,,-,1360,0.58,3.13,40.70,11.00,
Rommerskirchen - St Peter FRIXHM S,11T0-0000-1862-Q,AMPRION GMBH,St. Peter,Rommerskirchen,220,,,,,,,1290,,-,1.05,5.61,77.70,20.00,
Y-Geithe (-Lippborg - Uentrop) GEITHE W,11T0-0000-0608-B,AMPRION GMBH,Geithe,Y-Lippborg,400,,,,,,,,-,2720,0.09,0.94,19.50,4.00,
Y-Lippborg (-Geithe - Uentrop) GEITHE W,11T0-0000-0711-N,AMPRION GMBH,Lippborg,Y-Lippborg,400,,,,,,,,-,673,0.01,0.06,1.00,0.00,
Y-Uentrop (-Geithe - Lippborg) GEITHE W,11T0-0000-0866-K,AMPRION GMBH,Uentrop,Y-Lippborg,400,,,,,,,,-,2580,0.03,0.28,4.30,1.00,
Gellep - Osterath GELLEP W,11T0-0000-0275-C,AMPRION GMBH,Gellep,Osterath,220,,,,,,,1255,,-,0.55,3.13,29.70,9.00,
Y-Gersteinwerk (-Guetersloh - Uentrop) GERSTE O,11T0-0000-0941-1,AMPRION GMBH,Gersteinwerk,Y-Gersteinwerk,400,,,,,,,,-,3096,0.36,3.13,54.20,12.00,
Y-Guetersloh (-Gersteinwerk - Uentrop) GERSTE O,11T0-0000-0943-W,AMPRION GMBH,Guetersloh,Y-Gersteinwerk,400,,,,,,,,-,2720,1.18,10.62,198.80,44.00,
Y-Uentrop (-Gersteinwerk - Guetersloh) GERSTE O,11T0-0000-0942-Z,AMPRION GMBH,Uentrop,Y-Gersteinwerk,400,,,,,,,,-,2720,0.41,3.77,64.60,15.00,
Niederstedem - Osburg GILZEM O,11T0-0000-0755-W,AMPRION GMBH,Niederstedem,Osburg,400,,,,,,,,-,3150,1.36,11.62,201.50,46.00,
Y-Bergmannsglueck (-Eiberg - Gelsenberg) GLADBK W,11T0-0000-0169-9,AMPRION GMBH,Bergmannsglueck,Y-Gelsenberg,220,,,,,,,,-,1290,0.43,2.56,27.10,8.00,
Y-Eiberg (-Bergmannsglueck - Gelsenberg) GLADBK W,11T0-0000-0246-L,AMPRION GMBH,Eiberg,Y-Gelsenberg,220,,,,,,,,-,1290,0.92,5.15,46.10,15.00,
Y-Gelsenberg (-Bergmannsglueck - Eiberg) GLADBK W,11T0-0000-0279-0,AMPRION GMBH,Gelsenberg,Y-Gelsenberg,220,,,,,,,,-,1290,0.01,0.05,0.40,0.00,
Y-Bollenacker (-Brauweiler - Sechtem) GODORF O,11T0-0000-1392-2,AMPRION GMBH,Bollenacker,Y-Bollenacker,220,,,,,,,1290,,-,0.17,0.91,10.90,3.00,
Y-Brauweiler (-Bollenacker - Sechtem) GODORF O,11T0-0000-1394-X,AMPRION GMBH,Brauweiler,Y-Bollenacker,220,,,,,,,1300,,-,0.86,5.50,92.80,22.00,
Y-Sechtem (-Brauweiler - Bollenacker) GODORF O,11T0-0000-1395-U,AMPRION GMBH,Sechtem,Y-Bollenacker,220,,,,,,,1290,,-,0.10,1.67,28.90,7.00,
Y-Hanekenfaehr (-Gronau - Kusenhorst) GRAFSH W,11T0-0000-0311-6,AMPRION GMBH,Hanekenfaehr,Y-Hanekenfaehr,220,,,,,,,,-,1274,2.37,19.97,184.00,58.00,
Y-Kusenhorst (-Gronau - Hanekenfaehr) GRAFSH W,11T0-0000-0344-M,AMPRION GMBH,Kusenhorst,Y-Hanekenfaehr,220,,,,,,,,-,1274,3.30,27.52,172.80,66.00,
Y-Gremberghoven (-Siegburg - Stockem) GREMBG O,11T0-0000-1397-O,AMPRION GMBH,Gremberghoven,Y-Stockem,220,,,,,,,1290,,-,0.71,3.76,43.70,12.00,
Y-Siegburg (-Gremberghoven - Stockem) GREMBG O,11T0-0000-1398-L,AMPRION GMBH,Siegburg,Y-Stockem,220,,,,,,,1290,,-,0.44,2.47,32.00,8.00,
Y-Stockem (-Gremberghoven - Siegburg) GREMBG O,11T0-0000-1399-I,AMPRION GMBH,Stockem,Y-Stockem,220,,,,,,,700,,-,0.01,0.05,0.40,0.00,
Gremberghoven - Siegburg GREMBG W,11T0-0000-1402-X,AMPRION GMBH,Gremberghoven,Siegburg,220,,,,,,,1290,,-,1.14,6.22,75.90,21.00,
Pfungstadt - Urberach (NEU) GRIESH O,11T0-0000-0872-S,AMPRION GMBH,Pfungstadt,Urberach (NEU),400,,,,,,,,-,3400,0.93,8.77,150.60,35.00,
Reisholz - St Peter GRIND S,11T0-0000-1863-N,AMPRION GMBH,St. Peter,Reisholz,220,,,,,,,1290,,-,0.32,1.75,20.70,6.00,
Gronau - Hanekenfaehr GRONAU W,11T0-0000-0617-A,AMPRION GMBH,Gronau,Hanekenfaehr,400,,,,,,,,-,3400,1.37,12.57,189.50,47.00,
Gundelfingen - Koetz GUENZ N,11T0-0000-1894-8,AMPRION GMBH,Gundelfingen,Koetz,400,,,,,,,2720,,-,0.58,5.51,95.60,22.00,
Gundelfingen - Voehringen GUENZ S,11T0-0000-0626-9,AMPRION GMBH,Gundelfingen,Voehringen,400,,,,,,,2720,,-,1.26,11.61,201.50,46.00,
Y-Enniger (-Guetersloh - Uentrop) GUETER S,11T0-0000-0603-Q,AMPRION GMBH,Enniger,Y-Guetersloh,400,,,,,,,718,,-,0.01,0.05,0.40,0.00,
Y-Guetersloh (-Enniger - Uentrop) GUETER S,11T0-0000-0631-K,AMPRION GMBH,Guetersloh,Y-Guetersloh,400,,,,,,,2565,,-,0.79,7.14,134.10,30.00,
Y-Uentrop (-Enniger - Guetersloh) GUETER S,11T0-0000-0867-H,AMPRION GMBH,Uentrop,Y-Guetersloh,400,,,,,,,2565,,-,0.80,6.97,124.80,28.00,
Y-Kruckel (-Lippborg - Uentrop) HAARST O,11T0-0000-0677-N,AMPRION GMBH,Kruckel,Y-Lippborg,400,,,,,,,3150,,-,0.67,12.98,240.10,53.00,
Y-Lippborg (-Kruckel - Uentrop) HAARST O,11T0-0000-0712-K,AMPRION GMBH,Lippborg,Y-Lippborg,400,,,,,,,3150,,-,0.01,0.07,1.20,0.00,
Y-Uentrop (-Kruckel - Lippborg) HAARST O,11T0-0000-0868-E,AMPRION GMBH,Uentrop,Y-Lippborg,400,,,,,,,3150,,-,0.03,0.26,4.10,1.00,
Geithe - Unna HAARST W,11T0-0000-0607-E,AMPRION GMBH,Geithe,Unna,400,,,,,,,2720,,-,0.43,7.41,136.00,30.00,
St. Barbara - Mittelbexbach HAGARD O,11T0-0000-0738-V,AMPRION GMBH,St. Barbara,Mittelbexbach,400,,,,,,,673,,-,0.04,0.36,5.40,1.00,
St.Barbara - Mittelbexbach HAGARD W,11T0-0000-0739-S,AMPRION GMBH,St. Barbara,Mittelbexbach,400,,,,,,,673,,-,0.04,0.38,5.60,1.00,
Guetersloh - Hesseln HALLE W,11T0-0000-1955-G,AMPRION GMBH,Guetersloh,Hesseln,220,,,,,,,700,,-,0.25,5.24,84.40,20.00,
Gronau - Kusenhorst HAMALD,11T0-0000-0618-7,AMPRION GMBH,Gronau,Kusenhorst,400,,,,,,,,-,3400,1.89,17.33,259.90,64.00,
Dauersberg - Setzer Wiese HELLER O,11T0-0000-1409-C,AMPRION GMBH,Dauersberg,Setzer Wiese,220,,,,,,,1360,,-,2.57,13.88,178.30,48.00,
Dauersberg - Setzer Wiese HELLER W,11T0-0000-0480-D,AMPRION GMBH,Dauersberg,Setzer Wiese,220,,,,,,,1310,,-,2.35,13.64,193.80,49.00,
Y-Herbertingen (-Hoheneck - Metzingen) HERBTG W,11T0-0000-1879-1,AMPRION GMBH,Herbertingen,Y-Herbertingen,400,,,,,,,2696,,-,0.47,8.76,532.30,65.00,
Y-Hoheneck (-Herbertingen - Metzingen) HERBTG W,11T0-0000-0963-O,AMPRION GMBH,Hoheneck,Y-Herbertingen,400,,,,,,,2552,,-,1.50,15.72,274.90,63.00,
Eiberg - Garenfeld HERDEK N,11T0-0000-0243-U,AMPRION GMBH,Eiberg,Garenfeld,220,,,,,,,,1217,1310,2.61,14.94,116.50,40.00,
Eiberg - Garenfeld HERDEK S,11T0-0000-0244-R,AMPRION GMBH,Eiberg,Garenfeld,220,,,,,,,,1140,1310,2.58,14.82,107.40,38.00,
Kriftel - Limburg HESSEN O,11T0-0000-0702-O,AMPRION GMBH,Kriftel,Limburg,400,,,,,,,2720,,-,1.56,14.90,241.60,57.00,
Kusenhorst - Poeppinghausen HOCHLR O,11T0-0000-0340-Y,AMPRION GMBH,Kusenhorst,Poeppinghausen,220,,,,,,,1290,,-,1.30,8.27,104.80,28.00,
Y-Bochum (-Kusenhorst - Poeppinghausen) HOCHLR W,11T0-0000-0183-J,AMPRION GMBH,Bochum,Y-Poeppinghausen,220,,,,,,,1282,,-,0.69,3.76,40.30,12.00,
Y-Kusenhorst (-Bochum - Poeppinghausen) HOCHLR W,11T0-0000-0345-J,AMPRION GMBH,Kusenhorst,Y-Poeppinghausen,220,,,,,,,1282,,-,0.68,5.10,65.70,17.00,
Y-Poeppinghausen (-Bochum - Kusenhorst) HOCHLR W,11T0-0000-0443-K,AMPRION GMBH,Poeppinghausen,Y-Poeppinghausen,220,,,,,,,1282,,-,0.62,3.13,38.90,11.00,
Eiberg - Huellen HUELLN W,11T0-0000-0651-C,AMPRION GMBH,Eiberg,Huellen,400,,,,,,,,-,3150,0.33,2.88,49.90,11.00,
Ibbenbueren - Westerkappeln IBBENB S,11T0-0000-0911-D,AMPRION GMBH,Ibbenbueren,Westerkappeln,400,,,,,,,615,,-,0.34,3.15,55.40,13.00,
Koetz - Voehringen ILLER N,11T0-0000-1956-D,AMPRION GMBH,Koetz,Voehringen,400,,,,,,,2720,,-,0.69,6.57,114.30,26.00,
Y-Eiberg (-Hattingen - Opladen ) ITTERB O,11T0-0000-0247-I,AMPRION GMBH,Eiberg,Y-Mettmann,220,,,,,,,,-,1548,0.24,1.35,16.80,5.00,
Y-Hattingen (-Eiberg - Opladen) ITTERB O,11T0-0000-0319-J,AMPRION GMBH,Hattingen,Y-Mettmann,220,,,,,,,,-,1548,0.38,1.99,25.40,7.00,
Y-Opladen (-Eiberg - Hattingen) ITTERB O,11T0-0000-0421-Y,AMPRION GMBH,Opladen,Y-Mettmann,220,,,,,,,,-,1290,3.03,15.54,201.60,53.00,
Eiberg - Reisholz ITTERB W,11T0-0000-1618-1,AMPRION GMBH,Eiberg,Reisholz,220,,,,,,,,-,978,3.63,19.14,220.80,62.00,
Y-Lambsheim (-Mittelbexbach - Otterbach) KAILAU N,11T0-0000-0693-R,AMPRION GMBH,Lambsheim,Y-Otterbach,400,,,,,,,,-,3096,1.35,12.46,217.20,50.00,
Y-Mittelbexbach (-Lambsheim - Otterbach) KAILAU N,11T0-0000-0742-8,AMPRION GMBH,Mittelbexbach,Y-Otterbach,400,,,,,,,,-,3096,1.18,10.06,174.70,40.00,
Y-Otterbach (-Lambsheim - Mittelbexbach) KAILAU N,11T0-0000-0809-Z,AMPRION GMBH,Otterbach,Y-Otterbach,400,,,,,,,,-,3096,0.02,0.14,2.50,1.00,
Lambsheim - Otterbach KAILAU S,11T0-0000-0688-G,AMPRION GMBH,Lambsheim,Otterbach,400,,,,,,,,-,3096,1.47,12.59,219.10,50.00,
Dettingen - Urberach KARLST S,11T0-0000-0871-V,AMPRION GMBH,Dettingen,Urberach (NEU),400,,,,,,,,-,3400,0.57,5.25,91.20,21.00,
Fuehlingen - Opladen KASSEL S,11T0-0000-0414-T,AMPRION GMBH,Fuehlingen,Opladen,220,,,,,,,1360,,-,0.26,1.39,17.90,5.00,
Bischofsheim - Kelsterbach KELSTB N,11T0-0000-0658-S,AMPRION GMBH,Bischofsheim,Kelsterbach,400,,,,,,,2500,,-,0.50,4.96,91.30,20.00,
Hattingen - Witten KEMNAD S,11T0-0000-0915-1,AMPRION GMBH,Hattingen,Witten,400,,,,,,,,-,3096,0.50,4.37,76.60,17.00,
Leupolz - Woringen KEMPTE O,11T0-0000-0918-T,AMPRION GMBH,Leupolz,Woringen,400,,,,,,,2760,,-,0.70,6.70,116.20,27.00,
Oberzier - Siersdorf KIRCHB S,11T0-0000-0776-L,AMPRION GMBH,Oberzier,Siersdorf,400,,,,,,,,-,3150,0.66,6.09,105.60,24.00,
Kruckel - Mengede KIRCHL O,11T0-0000-0730-I,AMPRION GMBH,Kruckel,Mengede,400,,,,,,,,-,2720,0.45,4.18,72.10,17.00,
Osterath - Rommerskirchen KNESTE W,11T0-0000-0802-J,AMPRION GMBH,Osterath,Rommerskirchen,400,,,,,,,2720,,-,0.83,7.67,133.90,31.00,
Koblenz - Weissenthurm KOBLNZ N,11T0-0000-0897-5,AMPRION GMBH,Koblenz,Weissenthurm,400,,,,,,,2580,,-,0.31,2.71,47.50,11.00,
Wengerrohr - Weissenthurm KONDLW,11T0-0000-0540-O,AMPRION GMBH,Wengerrohr,Weissenthurm,220,,,,,,,,-,1539,3.45,21.77,286.30,75.00,
Hoheneck - Rheinau KUGELB O,11T0-0000-0566-Z,AMPRION GMBH,Hoheneck,Rheinau,400,,,,,,,,-,3283,2.49,21.35,369.80,85.00,
Hoheneck - Rheinau KUGELB W,11T0-0000-0567-W,AMPRION GMBH,Hoheneck,Rheinau,400,,,,,,,,-,3283,2.47,21.32,369.40,85.00,
Buerstadt - Rheinau KURPFA O,11T0-0000-1421-S,AMPRION GMBH,Buerstadt,Rheinau,400,,,,,,,,-,3283,0.80,6.79,117.80,27.00,
Buerstadt - Rheinau KURPFA W,11T0-0000-1422-P,AMPRION GMBH,Buerstadt,Rheinau,400,,,,,,,,-,3283,0.79,6.79,117.70,27.00,
Kusenhorst - Rosenblumendelle KUSENH,11T0-0000-0681-0,AMPRION GMBH,Kusenhorst,Rosenblumendelle,400,,,,,,,2580,,-,1.13,10.60,173.70,41.00,
Hattingen - Laer LAER W,11T0-0000-0314-Y,AMPRION GMBH,Hattingen,Laer,220,,,,,,,1290,,-,0.92,5.59,78.30,20.00,
Lambsheim - Weingarten LAMBSH W,11T0-0000-0689-D,AMPRION GMBH,Lambsheim,Weingarten,400,,,,,,,,-,3400,0.87,7.99,139.50,32.00,
Lechhausen - Meitingen LECHHA W,11T0-0000-0723-D,AMPRION GMBH,Lechhausen,Meitingen,400,,,,,,,,-,2720,0.84,7.89,133.20,31.00,
Linde - Opladen LEICHL O,11T0-0000-0791-S,AMPRION GMBH,Linde,Opladen,400,,,,,,,,-,2720,0.77,7.13,124.60,28.00,
Halfeshof - Opladen LEICHL W,11T0-0000-0790-V,AMPRION GMBH,Halfeshof,Opladen,400,,,,,,,,-,2720,0.46,4.23,74.20,17.00,
Dauersberg - Siegburg LEUSHD N,11T0-0000-0212-8,AMPRION GMBH,Dauersberg,Siegburg,220,,,,,,,1290,,-,3.03,16.03,183.20,52.00,
Dauersberg - Siegburg LEUSHD S,11T0-0000-0213-5,AMPRION GMBH,Dauersberg,Siegburg,220,,,,,,,1290,,-,3.03,16.03,183.20,52.00,
Liessem - Sechtem LIESSM O,11T0-0000-0842-3,AMPRION GMBH,Liessem,Sechtem,400,,,,,,,,-,2580,0.99,8.81,150.20,35.00,
Dauersberg - Limburg LIMBG W,11T0-0000-1515-F,AMPRION GMBH,Dauersberg,Limburg,400,,,,,,,2720,,-,1.26,11.86,200.10,47.00,
Kusenhorst - Niederrhein LIPPE N,11T0-0000-0680-3,AMPRION GMBH,Kusenhorst,Niederrhein,400,,,,,,,,-,3096,1.03,9.55,159.50,37.00,
Y-Kusenhorst (-Niederrhein - Nordlicht) LIPPE S,11T0-0000-1535-7,AMPRION GMBH,Kusenhorst,Y-Kusenhorst,400,,,,,,,2580,,-,0.31,2.77,46.10,11.00,
Y-Nordlicht (-Kusenhorst - Niederrhein) LIPPE S,11T0-0000-1537-1,AMPRION GMBH,Nordlicht,Y-Kusenhorst,400,,,,,,,2720,,-,0.35,3.48,52.20,13.00,
Y-Niederrhein (-Kusenhorst - Nordlicht) LIPPE S,11T0-0000-1536-4,AMPRION GMBH,Niederrhein,Y-Kusenhorst,400,,,,,,,2720,,-,0.72,6.65,116.20,27.00,
Spellen - Walsum LOENEN O,11T0-0000-0491-6,AMPRION GMBH,Spellen,Walsum,220,,,,,,,1360,,-,0.74,4.06,51.70,14.00,
Spellen - Walsum LOENEN W,11T0-0000-0492-3,AMPRION GMBH,Spellen,Walsum,220,,,,,,,1360,,-,0.74,4.01,50.70,14.00,
Utfort - Walsum LOHHEI W,11T0-0000-0890-Q,AMPRION GMBH,Utfort,Walsum,400,,,,,,,2580,,-,0.27,2.45,39.30,9.00,
Osterath - Rath MEERBU W,11T0-0000-1498-G,AMPRION GMBH,Osterath,Rath,400,,,,,,,646,,-,0.63,5.91,99.50,23.00,
Gundelfingen - Meitingen MEITGN N,11T0-0000-0721-J,AMPRION GMBH,Gundelfingen,Meitingen,400,,,,,,,2720,,-,1.05,9.94,174.80,40.00,
Gundelfingen - Meitingen MEITGN S,11T0-0000-0722-G,AMPRION GMBH,Gundelfingen,Meitingen,400,,,,,,,2720,,-,1.05,9.94,175.00,40.00,
Gersteinwerk - Mengede MENGED N,11T0-0000-0729-W,AMPRION GMBH,Gersteinwerk,Mengede,400,,,,,,,,-,3150,0.96,8.77,150.90,35.00,
Lippe - Mengede MENGED S,11T0-0000-0733-9,AMPRION GMBH,Lippe,Mengede,400,,,,,,,,-,3150,0.28,2.60,45.30,10.00,
Hanekenfaehr - Meppen MEPPEN,11T0-0000-0640-J,AMPRION GMBH,Hanekenfaehr,Meppen,400,,,,,,,,-,3400,1.30,11.93,205.50,47.00,
Duennwald - Gremberghoven MERHM O,11T0-0000-0234-V,AMPRION GMBH,Duennwald,Gremberghoven,220,,,,,,,,-,1506,0.67,3.68,39.80,12.00,
Duennwald - Gremberghoven MERHM W,11T0-0000-0235-S,AMPRION GMBH,Duennwald,Gremberghoven,220,,,,,,,,-,1506,0.67,3.68,39.80,12.00,
Koblenz - Weissenthurm METTER,11T0-0000-0898-2,AMPRION GMBH,Koblenz,Weissenthurm,400,,,,,,,2580,,-,0.47,4.53,68.80,17.00,
Sechtem - Weissenthurm MITREI,11T0-0000-0844-Y,AMPRION GMBH,Sechtem,Weissenthurm,400,,,,,,,2580,,-,1.83,15.85,271.70,63.00,
Muendelheim - Utfort MUENDL N,11T0-0000-0370-M,AMPRION GMBH,Muendelheim,Utfort,220,,,,,,,,-,1846,0.81,5.80,93.60,22.00,
